Invoice_ID,Branch,City,Product_line,Unit_price,Quantity,Tax_5,Total_price,Order_date,Order_time,Payment_method,costs,gross_income,Rating
775-72-1988,B,Bristol,Home and lifestyle,73.28,5,18.32,384.72,2023-01-24,15:05:00,Ewallet,366.40,18.32,8.40
776-68-1096,B,Bristol,Home and lifestyle,44.12,3,6.62,138.98,2023-03-18,13:45:00,Credit card,132.36,6.62,7.90
777-67-2495,B,Bristol,Home and lifestyle,68.97,3,10.35,217.26,2023-02-22,11:26:00,Ewallet,206.91,10.35,8.70
777-82-7220,B,Bristol,Home and lifestyle,30.12,8,12.05,253.01,2023-03-03,13:01:00,Cash,240.96,12.05,7.70
778-34-2523,A,Plymouth,Electronic accessories,48.62,8,19.45,408.41,2023-01-24,10:57:00,Cash,388.96,19.45,5.00
778-71-5554,C,Glasgow,Fashion accessories,15.43,1,.77,16.20,2023-01-25,15:46:00,Credit card,15.43,.77,6.10
778-89-7974,C,Glasgow,Health and beauty,70.21,6,21.06,442.32,2023-03-30,14:58:00,Cash,421.26,21.06,7.40
779-06-0012,C,Glasgow,Home and lifestyle,88.61,1,4.43,93.04,2023-01-19,10:21:00,Cash,88.61,4.43,7.70
779-42-2410,B,Bristol,Food and beverages,57.74,3,8.66,181.88,2023-02-20,13:06:00,Ewallet,173.22,8.66,7.70
781-84-8059,C,Glasgow,Fashion accessories,60.74,7,21.26,446.44,2023-01-18,16:23:00,Ewallet,425.18,21.26,5.00
782-95-9291,A,Plymouth,Food and beverages,92.29,5,23.07,484.52,2023-02-20,15:55:00,Credit card,461.45,23.07,9.00
783-09-1637,B,Bristol,Sports and travel,67.43,5,16.86,354.01,2023-03-06,18:13:00,Ewallet,337.15,16.86,6.30
784-08-0310,C,Glasgow,Food and beverages,21.04,4,4.21,88.37,2023-01-13,13:58:00,Cash,84.16,4.21,7.60
784-21-9238,C,Glasgow,Sports and travel,10.17,1,.51,10.68,2023-02-07,14:15:00,Cash,10.17,.51,5.90
785-13-7708,B,Bristol,Food and beverages,73.06,7,25.57,536.99,2023-01-14,19:06:00,Credit card,511.42,25.57,4.20
785-96-0615,B,Bristol,Electronic accessories,35.74,8,14.30,300.22,2023-02-17,15:28:00,Ewallet,285.92,14.30,4.90
786-94-2700,A,Plymouth,Food and beverages,80.62,6,24.19,507.91,2023-02-28,20:18:00,Cash,483.72,24.19,9.10
787-15-1757,C,Glasgow,Health and beauty,44.07,4,8.81,185.09,2023-02-18,16:28:00,Ewallet,176.28,8.81,8.40
787-56-0757,C,Glasgow,Food and beverages,80.36,4,16.07,337.51,2023-02-23,18:45:00,Credit card,321.44,16.07,8.30
787-87-2010,A,Plymouth,Health and beauty,55.50,4,11.10,233.10,2023-01-20,15:48:00,Credit card,222.00,11.10,6.60
788-07-8452,C,Glasgow,Home and lifestyle,24.24,7,8.48,178.16,2023-01-27,17:38:00,Ewallet,169.68,8.48,9.40
788-21-5741,A,Plymouth,Fashion accessories,45.38,3,6.81,142.95,2023-02-17,13:34:00,Credit card,136.14,6.81,7.20
789-23-8625,B,Bristol,Fashion accessories,93.22,3,13.98,293.64,2023-01-24,11:45:00,Cash,279.66,13.98,7.20
790-29-1172,B,Bristol,Food and beverages,57.34,3,8.60,180.62,2023-03-10,18:59:00,Credit card,172.02,8.60,7.90
790-38-4466,C,Glasgow,Health and beauty,10.99,5,2.75,57.70,2023-01-23,10:18:00,Credit card,54.95,2.75,9.30
793-10-3222,B,Bristol,Health and beauty,41.06,6,12.32,258.68,2023-03-05,13:30:00,Credit card,246.36,12.32,8.30
794-32-2436,B,Bristol,Electronic accessories,55.67,2,5.57,116.91,2023-03-27,15:08:00,Ewallet,111.34,5.57,6.00
794-42-3736,B,Bristol,Food and beverages,33.33,2,3.33,69.99,2023-01-26,14:41:00,Credit card,66.66,3.33,6.40
795-49-7276,A,Plymouth,Fashion accessories,37.15,4,7.43,156.03,2023-03-23,18:59:00,Ewallet,148.60,7.43,8.30
796-12-2025,C,Glasgow,Fashion accessories,62.12,10,31.06,652.26,2023-02-11,16:19:00,Cash,621.20,31.06,5.90
796-32-9050,A,Plymouth,Food and beverages,51.28,6,15.38,323.06,2023-01-19,16:31:00,Cash,307.68,15.38,6.50
797-88-0493,A,Plymouth,Health and beauty,64.27,4,12.85,269.93,2023-03-26,13:54:00,Cash,257.08,12.85,7.70
799-71-1548,A,Plymouth,Electronic accessories,77.72,4,15.54,326.42,2023-01-07,16:11:00,Credit card,310.88,15.54,8.80
800-09-8606,A,Plymouth,Home and lifestyle,87.37,5,21.84,458.69,2023-01-29,19:45:00,Cash,436.85,21.84,6.60
801-88-0346,C,Glasgow,Fashion accessories,76.06,3,11.41,239.59,2023-01-05,20:30:00,Credit card,228.18,11.41,9.80
802-43-8934,A,Plymouth,Home and lifestyle,18.28,1,.91,19.19,2023-03-22,15:05:00,Credit card,18.28,.91,8.30
802-70-5316,A,Plymouth,Sports and travel,92.13,6,27.64,580.42,2023-03-06,20:34:00,Cash,552.78,27.64,8.30
803-17-8013,A,Plymouth,Home and lifestyle,88.79,8,35.52,745.84,2023-02-17,17:09:00,Cash,710.32,35.52,4.10
803-83-5989,C,Glasgow,Home and lifestyle,55.73,6,16.72,351.10,2023-02-24,10:55:00,Ewallet,334.38,16.72,7.00
804-38-3935,A,Plymouth,Electronic accessories,93.78,3,14.07,295.41,2023-01-30,11:32:00,Credit card,281.34,14.07,5.90
805-86-0265,A,Plymouth,Home and lifestyle,93.96,9,42.28,887.92,2023-03-20,11:32:00,Cash,845.64,42.28,9.80
807-14-7833,A,Plymouth,Electronic accessories,17.42,10,8.71,182.91,2023-02-22,12:30:00,Ewallet,174.20,8.71,7.00
807-34-3742,A,Plymouth,Fashion accessories,52.38,1,2.62,55.00,2023-03-26,19:44:00,Cash,52.38,2.62,5.80
808-65-0703,C,Glasgow,Home and lifestyle,35.47,4,7.09,148.97,2023-03-14,17:22:00,Credit card,141.88,7.09,6.90
809-46-1866,A,Plymouth,Health and beauty,58.15,4,11.63,244.23,2023-01-23,17:44:00,Cash,232.60,11.63,8.40
809-69-9497,A,Plymouth,Home and lifestyle,45.68,10,22.84,479.64,2023-01-19,19:30:00,Ewallet,456.80,22.84,5.70
810-60-6344,C,Glasgow,Electronic accessories,40.86,8,16.34,343.22,2023-02-07,14:38:00,Credit card,326.88,16.34,6.50
811-03-8790,A,Plymouth,Electronic accessories,45.48,10,22.74,477.54,2023-03-01,10:22:00,Credit card,454.80,22.74,4.80
811-35-1094,B,Bristol,Electronic accessories,50.45,6,15.14,317.83,2023-02-06,15:16:00,Credit card,302.70,15.14,8.90
815-04-6282,C,Glasgow,Sports and travel,64.97,5,16.24,341.09,2023-02-08,12:52:00,Credit card,324.85,16.24,6.50
815-11-1168,A,Plymouth,Food and beverages,99.78,5,24.94,523.84,2023-03-09,19:09:00,Cash,498.90,24.94,5.40
816-57-2053,A,Plymouth,Sports and travel,60.87,2,6.09,127.83,2023-03-09,12:37:00,Ewallet,121.74,6.09,8.70
816-72-8853,A,Plymouth,Sports and travel,27.93,5,6.98,146.63,2023-01-29,15:48:00,Cash,139.65,6.98,5.90
817-48-8732,A,Plymouth,Home and lifestyle,72.35,10,36.17,759.67,2023-01-20,15:55:00,Cash,723.50,36.17,5.40
817-69-8206,B,Bristol,Electronic accessories,99.73,9,44.88,942.45,2023-03-02,19:42:00,Credit card,897.57,44.88,6.50
821-07-3596,C,Glasgow,Fashion accessories,16.45,4,3.29,69.09,2023-03-07,14:53:00,Ewallet,65.80,3.29,5.60
821-14-9046,B,Bristol,Fashion accessories,17.48,6,5.24,110.12,2023-01-18,15:04:00,Credit card,104.88,5.24,6.10
824-88-3614,C,Glasgow,Health and beauty,34.31,8,13.72,288.20,2023-01-25,15:00:00,Ewallet,274.48,13.72,5.70
825-94-5922,B,Bristol,Sports and travel,25.31,2,2.53,53.15,2023-03-02,19:26:00,Ewallet,50.62,2.53,7.20
826-58-8051,B,Bristol,Home and lifestyle,62.19,4,12.44,261.20,2023-01-06,19:46:00,Ewallet,248.76,12.44,4.30
827-26-2100,A,Plymouth,Home and lifestyle,33.84,9,15.23,319.79,2023-03-21,16:21:00,Ewallet,304.56,15.23,8.80
827-44-5872,B,Bristol,Food and beverages,54.36,10,27.18,570.78,2023-02-07,11:28:00,Credit card,543.60,27.18,6.10
827-77-7633,A,Plymouth,Sports and travel,98.09,9,44.14,926.95,2023-02-17,19:41:00,Cash,882.81,44.14,9.30
828-46-6863,A,Plymouth,Food and beverages,98.53,6,29.56,620.74,2023-01-23,11:22:00,Credit card,591.18,29.56,4.00
828-61-5674,A,Plymouth,Sports and travel,44.02,10,22.01,462.21,2023-03-20,19:57:00,Credit card,440.20,22.01,9.60
829-34-3910,A,Plymouth,Health and beauty,71.38,10,35.69,749.49,2023-03-29,19:21:00,Cash,713.80,35.69,5.70
829-49-1914,C,Glasgow,Food and beverages,78.31,10,39.15,822.26,2023-03-05,16:24:00,Ewallet,783.10,39.15,6.60
830-58-2383,B,Bristol,Home and lifestyle,31.75,4,6.35,133.35,2023-02-08,15:26:00,Cash,127.00,6.35,8.60
831-07-6050,A,Plymouth,Electronic accessories,32.71,5,8.18,171.73,2023-03-19,11:30:00,Credit card,163.55,8.18,9.90
831-64-0259,B,Bristol,Fashion accessories,39.75,5,9.94,208.69,2023-02-22,10:43:00,Ewallet,198.75,9.94,9.60
831-81-6575,B,Bristol,Electronic accessories,75.59,9,34.02,714.33,2023-02-23,11:12:00,Cash,680.31,34.02,8.00
832-51-6761,A,Plymouth,Food and beverages,33.88,8,13.55,284.59,2023-01-19,20:29:00,Ewallet,271.04,13.55,9.60
834-25-9262,C,Glasgow,Fashion accessories,81.68,4,16.34,343.06,2023-01-06,12:12:00,Cash,326.72,16.34,9.10
834-45-5519,B,Bristol,Electronic accessories,43.00,4,8.60,180.60,2023-01-31,20:48:00,Ewallet,172.00,8.60,7.60
834-61-8124,A,Plymouth,Electronic accessories,51.69,7,18.09,379.92,2023-01-26,18:22:00,Cash,361.83,18.09,5.50
834-83-1826,B,Bristol,Home and lifestyle,82.04,5,20.51,430.71,2023-02-25,17:16:00,Credit card,410.20,20.51,7.60
835-16-0096,C,Glasgow,Sports and travel,14.70,5,3.67,77.18,2023-03-24,13:48:00,Ewallet,73.50,3.67,8.50
836-82-5858,B,Bristol,Health and beauty,69.37,9,31.22,655.55,2023-01-26,19:14:00,Ewallet,624.33,31.22,4.00
837-55-7229,B,Bristol,Fashion accessories,47.44,1,2.37,49.81,2023-02-22,18:19:00,Credit card,47.44,2.37,6.80
838-02-1821,C,Glasgow,Home and lifestyle,12.73,2,1.27,26.73,2023-02-22,12:10:00,Credit card,25.46,1.27,5.20
838-78-4295,C,Glasgow,Health and beauty,33.47,2,3.35,70.29,2023-02-10,15:43:00,Ewallet,66.94,3.35,6.70
840-19-2096,C,Glasgow,Electronic accessories,87.91,5,21.98,461.53,2023-03-14,18:10:00,Ewallet,439.55,21.98,4.40
840-76-5966,A,Plymouth,Sports and travel,12.76,2,1.28,26.80,2023-01-08,18:06:00,Ewallet,25.52,1.28,7.80
841-18-8232,B,Bristol,Food and beverages,71.20,1,3.56,74.76,2023-01-05,20:40:00,Credit card,71.20,3.56,9.20
841-35-6630,C,Glasgow,Electronic accessories,75.91,6,22.77,478.23,2023-03-09,18:21:00,Cash,455.46,22.77,8.70
842-29-4695,C,Glasgow,Sports and travel,17.14,7,6.00,125.98,2023-01-16,12:07:00,Credit card,119.98,6.00,7.90
842-40-8179,B,Bristol,Food and beverages,77.20,10,38.60,810.60,2023-02-11,10:38:00,Credit card,772.00,38.60,5.60
843-01-4703,B,Bristol,Home and lifestyle,35.38,9,15.92,334.34,2023-01-05,19:50:00,Credit card,318.42,15.92,9.60
843-73-4724,A,Plymouth,Fashion accessories,74.10,1,3.70,77.81,2023-01-25,11:05:00,Cash,74.10,3.70,9.20
845-51-0542,B,Bristol,Food and beverages,46.55,9,20.95,439.90,2023-02-02,15:34:00,Ewallet,418.95,20.95,6.40
845-94-6841,C,Glasgow,Food and beverages,72.88,9,32.80,688.72,2023-01-08,19:38:00,Cash,655.92,32.80,4.00
846-10-0341,A,Plymouth,Fashion accessories,42.57,7,14.90,312.89,2023-01-06,11:51:00,Cash,297.99,14.90,6.80
847-38-7188,B,Bristol,Food and beverages,96.68,3,14.50,304.54,2023-01-26,19:56:00,Ewallet,290.04,14.50,6.40
848-07-1692,B,Bristol,Health and beauty,57.22,2,5.72,120.16,2023-01-12,17:13:00,Ewallet,114.44,5.72,8.30
848-24-9445,C,Glasgow,Health and beauty,43.70,2,4.37,91.77,2023-03-26,18:03:00,Cash,87.40,4.37,4.90
848-42-2560,A,Plymouth,Fashion accessories,81.91,2,8.19,172.01,2023-03-05,17:43:00,Cash,163.82,8.19,7.80
848-62-7243,A,Plymouth,Health and beauty,24.89,9,11.20,235.21,2023-03-15,15:36:00,Cash,224.01,11.20,7.40
848-95-6252,C,Glasgow,Home and lifestyle,86.27,1,4.31,90.58,2023-02-20,13:24:00,Ewallet,86.27,4.31,7.00
849-09-3807,A,Plymouth,Fashion accessories,88.34,7,30.92,649.30,2023-02-18,13:28:00,Cash,618.38,30.92,6.60
850-41-9669,A,Plymouth,Electronic accessories,75.06,9,33.78,709.32,2023-03-19,13:25:00,Ewallet,675.54,33.78,6.20
851-28-6367,A,Plymouth,Sports and travel,15.50,10,7.75,162.75,2023-03-23,10:55:00,Ewallet,155.00,7.75,8.00
851-98-3555,B,Bristol,Health and beauty,82.88,5,20.72,435.12,2023-03-24,14:08:00,Credit card,414.40,20.72,6.60
852-62-7105,B,Bristol,Fashion accessories,83.25,10,41.63,874.13,2023-01-12,11:25:00,Credit card,832.50,41.63,4.40
852-82-2749,A,Plymouth,Sports and travel,64.59,4,12.92,271.28,2023-01-06,13:35:00,Ewallet,258.36,12.92,9.30
853-23-2453,B,Bristol,Health and beauty,75.74,4,15.15,318.11,2023-02-14,14:35:00,Cash,302.96,15.15,7.60
856-22-8149,A,Plymouth,Home and lifestyle,25.29,1,1.26,26.55,2023-03-23,10:13:00,Ewallet,25.29,1.26,6.10
856-66-2701,A,Plymouth,Home and lifestyle,53.30,3,7.99,167.90,2023-01-25,14:19:00,Ewallet,159.90,7.99,7.50
857-16-3520,A,Plymouth,Fashion accessories,71.46,7,25.01,525.23,2023-03-28,16:06:00,Ewallet,500.22,25.01,4.50
857-67-9057,B,Bristol,Electronic accessories,22.95,10,11.48,240.98,2023-02-06,19:20:00,Ewallet,229.50,11.48,8.20
859-71-0933,C,Glasgow,Sports and travel,15.49,2,1.55,32.53,2023-01-16,15:10:00,Cash,30.98,1.55,6.30
859-97-6048,C,Glasgow,Electronic accessories,84.25,2,8.43,176.93,2023-03-26,14:13:00,Credit card,168.50,8.43,5.30
860-73-6466,A,Plymouth,Sports and travel,39.47,2,3.95,82.89,2023-03-02,16:16:00,Credit card,78.94,3.95,5.00
860-79-0874,C,Glasgow,Fashion accessories,99.30,10,49.65,1042.65,2023-02-15,14:53:00,Credit card,993.00,49.65,6.60
861-77-0145,C,Glasgow,Electronic accessories,81.97,10,40.99,860.68,2023-03-03,14:30:00,Cash,819.70,40.99,9.20
862-17-9201,B,Bristol,Food and beverages,84.05,6,25.22,529.52,2023-01-29,10:48:00,Credit card,504.30,25.22,7.70
862-29-5914,C,Glasgow,Sports and travel,22.38,1,1.12,23.50,2023-01-30,17:08:00,Credit card,22.38,1.12,8.60
862-59-8517,C,Glasgow,Food and beverages,90.24,6,27.07,568.51,2023-01-27,11:17:00,Cash,541.44,27.07,6.20
864-24-7918,A,Plymouth,Sports and travel,24.49,10,12.24,257.14,2023-02-22,15:15:00,Cash,244.90,12.24,8.10
865-41-9075,A,Plymouth,Food and beverages,11.53,7,4.04,84.75,2023-01-28,17:35:00,Cash,80.71,4.04,8.10
865-92-6136,A,Plymouth,Food and beverages,52.75,3,7.91,166.16,2023-03-23,10:16:00,Ewallet,158.25,7.91,9.30
866-05-7563,B,Bristol,Electronic accessories,81.40,3,12.21,256.41,2023-02-09,19:43:00,Cash,244.20,12.21,4.80
866-70-2814,B,Bristol,Electronic accessories,52.79,10,26.40,554.29,2023-02-25,11:58:00,Ewallet,527.90,26.40,10.00
866-99-7614,C,Glasgow,Food and beverages,89.20,10,44.60,936.60,2023-02-11,15:42:00,Credit card,892.00,44.60,4.40
867-47-1948,C,Glasgow,Home and lifestyle,15.80,10,7.90,165.90,2023-01-09,12:07:00,Cash,158.00,7.90,7.80
868-06-0466,A,Plymouth,Electronic accessories,69.58,9,31.31,657.53,2023-02-19,19:38:00,Credit card,626.22,31.31,7.80
868-52-7573,B,Bristol,Food and beverages,99.69,5,24.92,523.37,2023-01-14,12:09:00,Cash,498.45,24.92,9.90
868-81-1752,B,Bristol,Home and lifestyle,22.02,9,9.91,208.09,2023-02-07,18:48:00,Cash,198.18,9.91,6.80
869-11-3082,B,Bristol,Health and beauty,96.16,4,19.23,403.87,2023-01-27,20:03:00,Credit card,384.64,19.23,8.40
870-54-3162,A,Plymouth,Sports and travel,32.25,5,8.06,169.31,2023-01-27,13:26:00,Cash,161.25,8.06,9.00
870-72-4431,C,Glasgow,Health and beauty,99.19,6,29.76,624.90,2023-01-21,14:42:00,Credit card,595.14,29.76,5.50
870-76-1733,A,Plymouth,Food and beverages,14.23,5,3.56,74.71,2023-02-01,10:08:00,Credit card,71.15,3.56,4.40
871-39-9221,C,Glasgow,Electronic accessories,12.45,6,3.73,78.43,2023-02-09,13:11:00,Cash,74.70,3.73,4.10
871-79-8483,B,Bristol,Fashion accessories,94.13,5,23.53,494.18,2023-02-25,19:39:00,Credit card,470.65,23.53,4.80
873-14-6353,A,Plymouth,Food and beverages,24.82,7,8.69,182.43,2023-02-16,10:33:00,Credit card,173.74,8.69,7.10
873-51-0671,A,Plymouth,Sports and travel,21.98,7,7.69,161.55,2023-01-10,16:42:00,Ewallet,153.86,7.69,5.10
873-95-4984,B,Bristol,Health and beauty,76.90,7,26.92,565.22,2023-02-15,20:21:00,Cash,538.30,26.92,7.70
875-31-8302,B,Bristol,Sports and travel,93.38,1,4.67,98.05,2023-01-03,13:07:00,Cash,93.38,4.67,9.60
875-46-5808,B,Bristol,Health and beauty,25.90,10,12.95,271.95,2023-02-06,14:51:00,Ewallet,259.00,12.95,8.70
877-22-3308,A,Plymouth,Health and beauty,15.87,10,7.93,166.63,2023-03-13,16:40:00,Cash,158.70,7.93,5.80
878-30-2331,C,Glasgow,Sports and travel,54.55,10,27.27,572.78,2023-03-02,11:22:00,Credit card,545.50,27.27,7.10
880-35-0356,A,Plymouth,Sports and travel,75.20,3,11.28,236.88,2023-02-05,11:51:00,Ewallet,225.60,11.28,4.80
880-46-5796,A,Plymouth,Sports and travel,76.92,10,38.46,807.66,2023-03-17,19:53:00,Ewallet,769.20,38.46,5.60
881-41-7302,C,Glasgow,Fashion accessories,64.99,1,3.25,68.24,2023-01-26,10:06:00,Credit card,64.99,3.25,4.50
882-40-4577,A,Plymouth,Sports and travel,67.26,4,13.45,282.49,2023-01-19,15:28:00,Credit card,269.04,13.45,8.00
883-17-4236,C,Glasgow,Sports and travel,14.39,2,1.44,30.22,2023-03-02,19:44:00,Credit card,28.78,1.44,7.20
883-69-1285,B,Bristol,Fashion accessories,49.92,2,4.99,104.83,2023-03-06,11:55:00,Credit card,99.84,4.99,7.00
884-80-6021,A,Plymouth,Electronic accessories,73.47,10,36.74,771.43,2023-03-23,13:14:00,Ewallet,734.70,36.74,9.50
885-17-6250,A,Plymouth,Health and beauty,79.74,1,3.99,83.73,2023-03-06,10:36:00,Ewallet,79.74,3.99,7.30
885-56-0389,C,Glasgow,Fashion accessories,52.35,1,2.62,54.97,2023-02-12,17:49:00,Cash,52.35,2.62,4.00
886-18-2897,A,Plymouth,Food and beverages,56.56,5,14.14,296.94,2023-03-22,19:06:00,Credit card,282.80,14.14,4.50
886-54-6089,A,Plymouth,Home and lifestyle,11.43,6,3.43,72.01,2023-01-15,17:24:00,Cash,68.58,3.43,7.70
886-77-9084,C,Glasgow,Electronic accessories,71.89,8,28.76,603.88,2023-02-19,11:33:00,Ewallet,575.12,28.76,5.50
887-42-0517,C,Glasgow,Sports and travel,83.14,7,29.10,611.08,2023-01-10,10:31:00,Credit card,581.98,29.10,6.60
888-02-0338,A,Plymouth,Electronic accessories,26.23,9,11.80,247.87,2023-01-25,20:24:00,Ewallet,236.07,11.80,5.90
889-04-9723,B,Bristol,Food and beverages,89.14,4,17.83,374.39,2023-01-07,12:20:00,Credit card,356.56,17.83,7.80
891-01-7034,B,Bristol,Electronic accessories,74.71,6,22.41,470.67,2023-01-01,19:07:00,Cash,448.26,22.41,6.70
891-58-8335,B,Bristol,Sports and travel,29.61,7,10.36,217.63,2023-03-11,15:53:00,Cash,207.27,10.36,6.50
892-05-6689,A,Plymouth,Home and lifestyle,28.32,5,7.08,148.68,2023-03-11,13:28:00,Ewallet,141.60,7.08,6.20
894-41-5205,C,Glasgow,Food and beverages,43.18,8,17.27,362.71,2023-01-19,19:39:00,Credit card,345.44,17.27,8.30
895-03-6665,B,Bristol,Fashion accessories,36.51,9,16.43,345.02,2023-02-16,10:52:00,Cash,328.59,16.43,4.20
895-66-0685,B,Bristol,Food and beverages,18.08,3,2.71,56.95,2023-03-05,19:46:00,Ewallet,54.24,2.71,8.00
896-34-0956,A,Plymouth,Fashion accessories,21.32,1,1.07,22.39,2023-01-26,12:43:00,Cash,21.32,1.07,5.90
898-04-2717,A,Plymouth,Fashion accessories,76.40,9,34.38,721.98,2023-03-19,15:49:00,Ewallet,687.60,34.38,7.50
